house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status
2 BHK Apartment ,"1,147 sq ft",Sheikh Sarai,Delhi,28.53422737,77.20842743,27200,INR,2,2,null,null,Posted 2 years ago,," 27,200",Semi-Furnished
2 BHK Apartment ,980 sq ft,Malviya Nagar,Delhi,28.53779984,77.21669769,34900,INR,2,2,null,null,Posted 3 years ago,," 34,900",Semi-Furnished
1 BHK Apartment ,500 sq ft,SectorB Vasant Kunj,Delhi,28.52741241,77.15858459,15000,INR,1,1,null,null,Posted 3 years ago,," 30,000",Furnished
2 BHK Apartment ,950 sq ft,i p extension patparganj,Delhi,28.62952423,77.31233978,20000,INR,2,2,null,null,Posted 3 years ago,," 40,000",Semi-Furnished
3 BHK Independent House ,"1,550 sq ft",Mayur Vihar II,Delhi,28.6170063,77.29906464,35000,INR,2,1,Negotiable,null,Posted 6 months ago,"Itâs a 3 bhk independent house situated in Mayur Vihar II. It has a built-up area of 1550 sqft and is available for rent at Rs. 35,000 per month (negotiable). It is a semi-furnished property. Its main door is facing south direction. It has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. "," 70,000",Semi-Furnished
3 BHK Apartment ,"2,200 sq ft",Greater Kailash,Delhi,28.53667831,77.24420166,110000,INR,3,2,Negotiable,null,Posted 3 years ago,," 1,10,000",Furnished
1 BHK Independent Floor ,398 sq ft,Patel Nagar,Delhi,28.64595604,77.16685486,7000,INR,1,2,null,null,Posted 5 months ago,"A 1 bhk property is available for rent in Patel Nagar, Delhi. It is a semi-furnished property. It is located on the 1st floor(out of a total of 4 floor(s)). It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. "," 7,000",Semi-Furnished
1 BHK Independent Floor ,490 sq ft,Patel Nagar,Delhi,28.64595604,77.16685486,11500,INR,1,2,null,null,Posted 5 months ago,"Itâs a 1 bhk builder floor situated in Patel Nagar, Delhi. The house is semi-furnished. Itâs on 1st floor out of 3 floors building. The property has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living for the residents. Please contact for more details. "," 11,000",Semi-Furnished
2 BHK Independent Floor ,789 sq ft,Patel Nagar,Delhi,28.64595604,77.16685486,15000,INR,1,2,null,null,Posted 5 months ago,"This spacious 2 bhk builder floor is available for rental and is located in the heart of Patel Nagar. It has area of 789 sqft and is available at a rent of Rs. 15,000. The house is furnished. It is on 1st floor. The building has a total of 4 floor(s). Its main door is facing north direction. It has 1 bathroom and 2 balconies. It is well connected to the city areas. If you are interested, please contact us for more details. "," 15,000",Furnished
3 BHK Independent Floor ,"1,200 sq ft",Patel Nagar,Delhi,28.64595604,77.16685486,20000,INR,2,2,null,null,Posted 5 months ago,"Itâs a 3 bhk builder floor situated in Patel Nagar, Delhi. The house is furnished. Furnishings include 3 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 dining table, 1 ac and 3 bed. It is facing east direction. The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Please contact for more details. "," 20,000",Furnished
1 BHK Independent Floor ,387 sq ft,Baljeet Nagar,Delhi,28.65736961,77.16074371,6500,INR,1,2,null,null,Posted 5 months ago,"Itâs a 1 bhk builder floor situated in Baljeet Nagar, Delhi. It has area of 387 sqft and is available at a rent of Rs. 6,500. It is a semi-furnished property. It is on 1st floor. The building has a total of 4 floor(s). It is south facing property. The property has 1 bathroom and 2 balconies. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. "," 6,500",Semi-Furnished
1 BHK Independent Floor ,487 sq ft,Baljeet Nagar,Delhi,28.65736961,77.16074371,9000,INR,1,2,null,null,Posted 5 months ago,Itâs a 1 bhk builder floor situated in Baljeet Nagar. It is north facing property. The property has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living for the residents. Contact us for more details. ," 9,000",Semi-Furnished
2 BHK Independent Floor ,787 sq ft,Baljeet Nagar,Delhi,28.65736961,77.16074371,12000,INR,1,2,null,null,Posted 5 months ago,"Well designed 2 bhk builder floor is available at a prime location in Baljeet Nagar. It has an area of 787 sqft with a carpet area of 767 sqft . The property is available at a monthly rental of Rs. 12,000 . The house is semi-furnished. The property has 1 bathroom and 2 balconies. It is made in way to provide a comfortable living. Contact us for more details. "," 12,000",Semi-Furnished
3 BHK Independent Floor ,999 sq ft,Baljeet Nagar,Delhi,28.65736961,77.16074371,18000,INR,2,2,null,null,Posted 5 months ago,"Well designed 3 bhk builder floor is available at a prime location in Baljeet Nagar. It has area of 999 sqft and is available at a rent of Rs. 18,000. Its main door is facing northeast direction. The property has 2 bathrooms and 2 balconies. If you are interested, please contact us for more details. "," 18,000",Semi-Furnished
2 BHK Independent Floor ,580 sq ft,Uttam Nagar west,Delhi,28.62127113,77.06132507,8000,INR,1,1,null,null,Posted 6 months ago,Independent flat available for rent in om Vihar Uttam Nagar west near to metro no interference of land lord ready to move in in in newly constructed building for more details contact," 8,000",Semi-Furnished
5 BHK Villa ,"6,521 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,704404,INR,4,2,null,null,Posted a year ago,"A spacious 5 bhk villa is available for rental in Panchsheel Enclave, Delhi. It has a built-up area of 6521 sqft and is available for rent at Rs. 7.04 lac per month . It is an unfurnished property. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 20,10,202",Unfurnished
5 BHK Independent House ,"6,521 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,504015,INR,4,2,null,null,Posted a year ago,"Well designed 5 bhk independent house is available at a prime location in Panchsheel Enclave. It is an unfurnished property. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 15,40,105",Unfurnished
4 BHK Independent House ,"5,896 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301101,INR,4,2,null,null,Posted a year ago,"A spacious 4 bhk independent house is available for rental in Panchsheel Enclave, Delhi. It has an area of 5896 sqft with a carpet area of 3621 sqft . The property is available at a monthly rental of Rs. 3.01 lac . It is an unfurnished property. It is northeast facing property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Contact us for more details. "," 10,12,020",Unfurnished
4 BHK Independent House ,"5,896 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301022,INR,4,2,null,null,Posted a year ago,Its four bhk house in the super location of delhi south panchsheel enclave it is the super location road bank atm school college all r on walking destancw," 10,20,202",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301022,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south panchsheel enclave it is the super location road bank atm sxhool college all r on walking destancs," 10,10,200",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301010,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south panchsheel enclave it is the super location road bank atm school college all r on walking destance," 10,10,201",Unfurnished
4 BHK Independent Floor ,"5,569 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301101,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south panchsheel enclave it is the super location road bank atm school college all r on walking destance," 10,12,020",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Panchsheel Enclave,Delhi,28.54351997,77.22973633,301010,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south panchsheel enclave it is the super location road bank atm school college all r on walking destanve," 10,11,001",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,301011,INR,4,2,null,null,Posted a year ago,This spacious 4 bhk builder floor is available for rental and is located in the heart of Geetanjali Enclave. It has a built-up area of 5896 sqft and is available for rent at Rs. 3.01 lac per month . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ," 10,10,200",Unfurnished
4 BHK Independent Floor ,"6,521 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,301011,INR,4,2,null,null,Posted a year ago,"It has an area of 6521 sqft with a carpet area of 4011 sqft . The property is available at a monthly rental of Rs. 3.01 lac . The house is unfurnished. It is on the 3rd floor of the building (total number of floors are 4). Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. "," 10,11,001",Unfurnished
5 BHK Independent Floor ,"6,521 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,401015,INR,4,2,null,null,Posted a year ago,"A 5 bhk property is available for rent in Geetanjali Enclave, Delhi. It has area of 6521 sqft and is available at a rent of Rs. 4.01 lac. The house is unfurnished. It is located on the 3rd floor(out of a total of 4 floor(s)). It is facing east direction. The property has 4 bathrooms and 2 balconies. "," 10,12,002",Unfurnished
4 BHK Independent Floor ,"5,896 sq ft",Geetanjali Enclave,Delhi,28.53087997,77.20243073,235592,INR,4,3,null,null,Posted a year ago,"A 4 bhk property is available for rent in Geetanjali Enclave, Delhi. It has a built-up area of 5896 sqft and is available for rent at Rs. 2.36 lac per month . The house is unfurnished. It is located on the 3rd floor(out of a total of 4 floor(s)). It is facing east direction. It has 4 bathrooms and 3 balconies. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact us for more details. "," 7,51,125",Unfurnished
4 BHK Independent Floor ,"5,569 sq ft",Safdarjung Enclave,Delhi,28.56125832,77.19052124,235925,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south safderjung enclave it is the super location road bank atm school college all r on walking destance," 7,54,225",Unfurnished
4 BHK Independent Floor ,"6,251 sq ft",Safdarjung Enclave,Delhi,28.56125832,77.19052124,235592,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south safderjung enclave it is the super location road bank atm school college all r on walking destance," 7,54,818",Unfurnished
4 BHK Independent Floor ,"4,562 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,301022,INR,4,2,null,null,Posted a year ago,Its four bhk builder floor in the super location of delhi south vasnt vihar it is the super location road bank tm school college all r on walking destance," 18,11,002",Unfurnished
5 BHK Independent House ,"6,521 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,704405,INR,5,2,null,null,Posted a year ago,Well designed 5 bhk independent house is available at a prime location in Vasant Vihar. It has a built-up area of 6521 sqft and is available for rent at Rs. 7.04 lac per month . It is an unfurnished property. Its main door is facing northeast direction. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ," 20,10,202",Unfurnished
5 BHK Independent House ,"6,251 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,848185,INR,4,2,null,null,Posted a year ago,It has a built-up area of 6251 sqft and is available for rent at Rs. 8.48 lac per month . It is an unfurnished property. The property has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ," 20,10,202",Unfurnished
4 BHK Independent House ,"5,569 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,704041,INR,4,2,null,null,Posted a year ago,Well designed 4 bhk independent house is available at a prime location in Vasant Vihar. It has a built-up area of 5569 sqft and is available for rent at Rs. 7.04 lac per month . The house is unfurnished. It is northeast facing property. It has 4 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ," 20,10,101",Unfurnished
4 BHK Villa ,"5,469 sq ft",Vasant Vihar,Delhi,28.55739021,77.15714264,546165,INR,4,2,null,null,Posted a year ago,"A 4 bhk property is available for rent in Vasant Vihar, Delhi. It has area of 5469 sqft and is available at a rent of Rs. 5.46 lac. It is northeast facing property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. "," 15,46,195",Unfurnished
